"Market Prices Dairy - CSV File
",,,,,,,,
,,,,,,,,
Category,Sector code,Product code,Product desc,Product Brief Description,Unit,Country,Period,MP Market Price
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,EU,201803,3394
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,BE,201803,3197
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,BG,201803,3056
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,CZ,201803,3293
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,DK,201803,3209
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,DE,201803,3488
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,EE,201803,2900
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,GR,201803,4050
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,ES,201803,3194
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,FR,201803,3422
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,HR,201803,3390
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,IT,201803,3581
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,CY,201803,5492
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,LV,201803,2802
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,LT,201803,2827
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,LU,201803,3231
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,HU,201803,3074
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,MT,201803,4635
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,NL,201803,3550
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,AT,201803,3620
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,PL,201803,3160
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,PT,201803,3139
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,RO,201803,3036
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,SI,201803,2665
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,SK,201803,3165
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,FI,201803,3910
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,UK,201803,3220
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,EU,201803,13288
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,BE,201803,13509
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,CZ,201803,14982
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,DE,201803,12980
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,IE,201803,13341
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,LV,201803,13430
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,NL,201803,12920
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,PL,201803,13147
Dairy products,LAI,249,SMP,Skimmed milk powder Intervention Quality - Lait écrémé en poudre,E/100 kg,UK,201803,13529
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,EU,201803,26028
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,BE,201803,26862
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,CZ,201803,28345
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,DE,201803,26083
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,IE,201803,24427
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,NL,201803,25720
Dairy products,LAI,250,WMP,Whole milk powder - Lait entier en poudre,E/100 kg,PL,201803,24966
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,EU,201803,6965
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,CZ,201803,7461
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,DK,201803,15760
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,DE,201803,7580
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,IE,201803,6354
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,NL,201803,6340
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,PL,201803,6166
Dairy products,LAI,253,Whey Powder,Whey powder - Lactosérum en poudre,E/100 kg,PT,201803,6146
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,EU,201803,48366
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,CZ,201803,42122
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,DE,201803,48640
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,IE,201803,42516
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,IT,201803,45000
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,LV,201803,50651
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,NL,201803,48020
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,PL,201803,43099
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,SK,201803,49617
Dairy products,LAI,254,Butter,Butter - Beurre,E/100 kg,UK,201803,46126
Dairy products,LAI,258,Emmental,Emmental - Emmental,E/100 kg,EU,201803,43591
Dairy products,LAI,258,Emmental,Emmental - Emmental,E/100 kg,CZ,201803,52546
Dairy products,LAI,258,Emmental,Emmental - Emmental,E/100 kg,DE,201803,42680
Dairy products,LAI,258,Emmental,Emmental - Emmental,E/100 kg,LV,201803,38816
Dairy products,LAI,258,Emmental,Emmental - Emmental,E/100 kg,AT,201803,38410
Dairy products,LAI,259,Cheddar,Cheddar - Cheddar,E/100 kg,EU,201803,32479
Dairy products,LAI,259,Cheddar,Cheddar - Cheddar,E/100 kg,IE,201803,34469
Dairy products,LAI,259,Cheddar,Cheddar - Cheddar,E/100 kg,UK,201803,32191
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,EU,201803,28894
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,CZ,201803,35355
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,DE,201803,27651
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,EE,201803,28793
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,LV,201803,40221
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,PL,201803,29068
Dairy products,LAI,260,Edam,Edam - Edam,E/100 kg,SK,201803,51300
Dairy products,LAI,269,Gouda,Gouda - Gouda,E/100 kg,EU,201803,29255
Dairy products,LAI,269,Gouda,Gouda - Gouda,E/100 kg,DE,201803,28769
Dairy products,LAI,269,Gouda,Gouda - Gouda,E/100 kg,PL,201803,28896
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,EU,201802,3446
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,BE,201802,3137
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,BG,201802,3077
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,CZ,201802,3382
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,DK,201802,3452
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,DE,201802,3488
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,EE,201802,3024
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,IE,201802,3700
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,GR,201802,4037
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,ES,201802,3194
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,FR,201802,3504
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,HR,201802,3340
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,IT,201802,3598
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,CY,201802,5492
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,LV,201802,2818
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,LT,201802,2938
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,LU,201802,3365
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,HU,201802,3152
Dairy products,LAI,1107,Raw Milk,Raw milk - Lait cru,E/100 kg,MT,201802,4672
